year,month,year_month,genre,plays,unique_tracks,unique_artists,total_minutes,avg_danceability,avg_energy,avg_valence
2024,6,2024-06,Grunge,7,6,2,19.8,0.47,0.556,0.419
2024,6,2024-06,Hard Rock,17,9,5,54.5,0.493,0.536,0.336
2024,6,2024-06,Indie Rock,1,1,1,4.5,0.548,0.532,0.405
2024,6,2024-06,Metal,11,10,3,43.8,0.401,0.575,0.41
2024,6,2024-06,Other,835,583,250,2337.5,0.494,0.521,0.487
2024,6,2024-06,Pop,65,47,9,177.2,0.563,0.564,0.556
2024,6,2024-06,Pop Rock,16,12,5,39.2,0.493,0.557,0.442
2024,6,2024-06,Post-Rock,2,1,1,3.9,0.455,0.323,0.911
2024,6,2024-06,Power Metal,6,6,1,18.1,0.323,0.57,0.755
2024,6,2024-06,Progressive Metal,130,35,1,655.2,0.462,0.518,0.473
2024,6,2024-06,Progressive Rock,17,8,3,32.4,0.538,0.467,0.647
2024,6,2024-06,Punk Rock,5,4,3,4.7,0.655,0.899,0.633
2024,6,2024-06,Rock,2,2,2,4.8,0.613,0.76,0.423
2024,6,2024-06,Symphonic Metal,1,1,1,0.0,0.576,0.588,0.316
2024,7,2024-07,Alternative Rock,34,27,9,130.9,0.525,0.61,0.448
2024,7,2024-07,Classic Rock,17,16,6,74.8,0.445,0.565,0.368
2024,7,2024-07,Classical,4,4,1,17.6,0.46,0.131,0.465
2024,7,2024-07,Electronic,6,6,3,16.4,0.509,0.47,0.512
2024,7,2024-07,Grunge,55,28,5,238.8,0.422,0.683,0.388
2024,7,2024-07,Hard Rock,14,6,3,63.8,0.498,0.496,0.553
2024,7,2024-07,Latin Rock,30,20,4,103.9,0.507,0.448,0.405
2024,7,2024-07,Metal,1,1,1,0.1,0.178,0.447,0.268
2024,7,2024-07,Other,489,346,136,1707.5,0.485,0.558,0.461
2024,7,2024-07,Pop,51,27,7,121.3,0.544,0.458,0.461
2024,7,2024-07,Pop Rock,7,7,4,17.4,0.543,0.495,0.422
2024,7,2024-07,Power Metal,1,1,1,0.5,0.767,0.723,0.236
2024,7,2024-07,Progressive Metal,19,17,2,99.0,0.513,0.569,0.521
2024,7,2024-07,Progressive Rock,17,13,3,74.2,0.456,0.394,0.342
2024,7,2024-07,Punk Rock,3,3,2,8.8,0.688,0.728,0.734
2024,7,2024-07,Symphonic Metal,6,4,1,32.1,0.501,0.618,0.345
2024,8,2024-08,Alternative Rock,31,22,6,102.9,0.504,0.685,0.461
2024,8,2024-08,Classic Rock,4,4,2,14.7,0.592,0.573,0.62
2024,8,2024-08,Classical,5,3,1,16.4,0.414,0.083,0.351
2024,8,2024-08,Grunge,20,8,2,69.5,0.393,0.848,0.423
2024,8,2024-08,Hard Rock,26,12,6,97.3,0.419,0.679,0.421
2024,8,2024-08,Latin Rock,21,18,4,41.4,0.499,0.408,0.524
2024,8,2024-08,Metal,30,16,3,87.2,0.499,0.742,0.418
2024,8,2024-08,Other,710,490,227,2220.6,0.483,0.577,0.504
2024,8,2024-08,Pop,47,26,7,151.4,0.521,0.481,0.602
2024,8,2024-08,Pop Rock,2,2,2,7.0,0.337,0.556,0.398
2024,8,2024-08,Power Metal,32,27,2,138.3,0.508,0.499,0.516
2024,8,2024-08,Progressive Metal,65,39,5,320.2,0.483,0.503,0.432
2024,8,2024-08,Progressive Rock,4,4,2,17.6,0.368,0.584,0.54
2024,8,2024-08,Rock,1,1,1,4.4,0.52,0.709,0.536
2024,8,2024-08,Symphonic Metal,8,7,1,35.0,0.49,0.526,0.45
2024,9,2024-09,Alternative Rock,47,28,6,125.2,0.553,0.688,0.457
2024,9,2024-09,Classic Rock,3,1,1,15.4,0.333,0.927,0.385
2024,9,2024-09,Electronic,3,2,2,5.1,0.231,0.309,0.131
2024,9,2024-09,Grunge,5,3,2,12.0,0.386,0.664,0.659
2024,9,2024-09,Hard Rock,40,18,3,116.1,0.389,0.619,0.461
2024,9,2024-09,Indie Rock,35,13,2,130.3,0.596,0.49,0.551
2024,9,2024-09,Latin Rock,24,21,6,45.1,0.471,0.478,0.49
2024,9,2024-09,Metal,20,18,3,93.2,0.439,0.683,0.537
2024,9,2024-09,Other,549,377,157,1691.2,0.508,0.521,0.493
2024,9,2024-09,Pop,51,37,7,134.2,0.54,0.436,0.514
2024,9,2024-09,Pop Rock,16,4,3,19.1,0.63,0.328,0.176
2024,9,2024-09,Power Metal,5,4,2,1.5,0.555,0.474,0.797
2024,9,2024-09,Progressive Metal,43,23,4,165.6,0.5,0.548,0.479
2024,9,2024-09,Progressive Rock,14,12,5,58.9,0.515,0.501,0.529
2024,9,2024-09,Punk Rock,1,1,1,4.1,0.063,0.482,0.823
2024,9,2024-09,R&B,1,1,1,3.6,0.68,0.826,0.644
2024,9,2024-09,Symphonic Metal,8,7,1,21.2,0.566,0.618,0.393
2024,10,2024-10,Alternative Rock,16,11,2,45.3,0.543,0.703,0.476
2024,10,2024-10,Classic Rock,4,3,3,9.4,0.534,0.684,0.721
2024,10,2024-10,Classical,17,12,2,61.2,0.536,0.436,0.447
2024,10,2024-10,Electronic,1,1,1,2.0,0.162,0.353,0.055
2024,10,2024-10,Hard Rock,6,3,2,8.1,0.508,0.783,0.241
2024,10,2024-10,Hip Hop,9,7,2,22.5,0.621,0.577,0.609
2024,10,2024-10,Indie Rock,93,30,4,318.4,0.541,0.458,0.528
2024,10,2024-10,Latin Rock,36,35,6,119.3,0.509,0.506,0.498
2024,10,2024-10,Metal,25,18,5,96.1,0.401,0.703,0.368
2024,10,2024-10,Other,701,489,202,1946.9,0.505,0.558,0.494
2024,10,2024-10,Pop,46,37,7,133.8,0.507,0.542,0.455
2024,10,2024-10,Pop Rock,33,16,3,110.4,0.587,0.473,0.403
2024,10,2024-10,Power Metal,1,1,1,0.8,0.235,0.932,0.703
2024,10,2024-10,Progressive Metal,7,7,3,25.4,0.502,0.642,0.455
2024,10,2024-10,Progressive Rock,21,13,4,106.2,0.539,0.388,0.416
2024,10,2024-10,Punk Rock,9,1,1,10.7,0.523,0.943,0.766
2024,10,2024-10,R&B,1,1,1,3.6,0.68,0.826,0.644
2024,10,2024-10,Rock,1,1,1,0.8,0.545,0.753,0.434
2024,10,2024-10,Soundtrack,3,2,1,3.8,0.623,0.49,0.357
2024,10,2024-10,Symphonic Metal,3,3,1,2.6,0.577,0.54,0.361
2024,11,2024-11,Alternative Rock,43,21,3,120.1,0.473,0.646,0.552
2024,11,2024-11,Classic Rock,18,11,6,67.2,0.537,0.55,0.514
2024,11,2024-11,Classical,2,2,1,9.8,0.408,0.23,0.608
2024,11,2024-11,Electronic,2,2,1,12.3,0.417,0.536,0.772
2024,11,2024-11,Grunge,2,2,1,0.2,0.351,0.637,0.37
2024,11,2024-11,Indie Rock,9,4,1,29.0,0.542,0.616,0.592
2024,11,2024-11,Latin Folk,9,6,1,23.7,0.44,0.577,0.551
2024,11,2024-11,Latin Pop,1,1,1,2.0,0.334,0.598,0.528
2024,11,2024-11,Latin Rock,80,46,5,234.9,0.568,0.448,0.542
2024,11,2024-11,Metal,23,14,2,102.6,0.405,0.773,0.398
2024,11,2024-11,Other,971,621,270,2761.6,0.507,0.543,0.509
2024,11,2024-11,Pop,56,46,8,164.8,0.575,0.506,0.506
2024,11,2024-11,Pop Rock,4,4,2,14.4,0.71,0.384,0.428
2024,11,2024-11,Progressive Metal,7,6,3,12.6,0.325,0.548,0.483
2024,11,2024-11,Progressive Rock,12,10,7,48.9,0.561,0.392,0.464
2024,11,2024-11,Punk Rock,3,2,2,6.0,0.479,0.946,0.667
2024,11,2024-11,Rock,2,1,1,9.0,0.472,0.42,0.35
2024,12,2024-12,Alternative Rock,2,2,2,4.5,0.732,0.336,0.658
2024,12,2024-12,Classic Rock,8,7,4,33.4,0.46,0.651,0.6
2024,12,2024-12,Electronic,1,1,1,4.3,0.14,0.649,0.606
2024,12,2024-12,Hard Rock,1,1,1,4.8,0.678,0.314,0.319
2024,12,2024-12,Latin Rock,15,10,2,58.3,0.582,0.51,0.491
2024,12,2024-12,Metal,115,44,4,495.8,0.488,0.639,0.47
2024,12,2024-12,Other,461,290,99,1960.9,0.523,0.565,0.547
2024,12,2024-12,Pop,3,3,2,8.6,0.745,0.379,0.586
2024,12,2024-12,Pop Rock,1,1,1,4.0,0.655,0.434,0.76
2024,12,2024-12,Power Metal,4,4,2,13.9,0.544,0.475,0.401
2024,12,2024-12,Progressive Metal,52,33,2,284.2,0.629,0.533,0.484
2024,12,2024-12,Progressive Rock,13,13,4,71.7,0.398,0.468,0.45
2024,12,2024-12,Punk Rock,11,11,1,28.5,0.493,0.651,0.609
2024,12,2024-12,Symphonic Metal,6,4,1,26.8,0.535,0.686,0.533
2025,1,2025-01,Alternative Rock,17,14,5,69.6,0.472,0.621,0.431
2025,1,2025-01,Classic Rock,13,7,4,60.3,0.512,0.524,0.495
2025,1,2025-01,Classical,17,9,4,56.4,0.459,0.592,0.484
2025,1,2025-01,Grunge,1,1,1,4.9,0.33,0.14,0.475
2025,1,2025-01,Hard Rock,2,2,2,10.9,0.645,0.598,0.575
2025,1,2025-01,Indie Rock,4,1,1,16.0,0.761,0.745,0.144
2025,1,2025-01,Metal,10,8,2,38.5,0.439,0.812,0.413
2025,1,2025-01,Other,619,386,152,2384.6,0.54,0.543,0.56
2025,1,2025-01,Pop,3,3,3,4.2,0.664,0.453,0.481
2025,1,2025-01,Pop Rock,2,2,2,7.9,0.732,0.602,0.376
2025,1,2025-01,Progressive Metal,121,43,3,570.0,0.51,0.525,0.444
2025,1,2025-01,Progressive Rock,19,13,5,87.7,0.517,0.394,0.525
2025,1,2025-01,R&B,4,1,1,20.4,0.315,0.273,0.194
2025,1,2025-01,Symphonic Metal,3,3,1,20.5,0.567,0.453,0.345
2025,2,2025-02,Alternative Rock,6,4,2,26.5,0.456,0.396,0.54
2025,2,2025-02,Classic Rock,11,10,5,50.5,0.6,0.526,0.577
2025,2,2025-02,Electronic,1,1,1,4.6,0.439,0.838,0.818
2025,2,2025-02,Grunge,5,5,1,23.2,0.467,0.441,0.476
2025,2,2025-02,Hard Rock,3,2,2,8.0,0.245,0.413,0.281
2025,2,2025-02,Latin Rock,2,2,1,1.0,0.52,0.504,0.24
2025,2,2025-02,Other,577,319,104,2311.0,0.533,0.503,0.498
2025,2,2025-02,Pop,19,12,2,53.4,0.463,0.503,0.474
2025,2,2025-02,Pop Rock,1,1,1,3.8,0.802,0.735,0.546
2025,2,2025-02,Progressive Metal,188,47,4,986.1,0.462,0.478,0.447
2025,2,2025-02,Progressive Rock,10,8,5,51.8,0.549,0.351,0.555
2025,2,2025-02,Punk Rock,2,2,1,2.8,0.238,0.926,0.275
2025,2,2025-02,R&B,2,1,1,10.2,0.315,0.273,0.194
2025,2,2025-02,Symphonic Metal,1,1,1,0.4,0.576,0.588,0.316
2025,3,2025-03,Classic Rock,1,1,1,4.9,0.33,0.469,0.433
2025,3,2025-03,Classical,15,13,2,55.2,0.436,0.343,0.562
2025,3,2025-03,Latin Rock,2,2,1,3.7,0.59,0.384,0.574
2025,3,2025-03,Metal,1,1,1,4.2,0.611,0.653,0.835
2025,3,2025-03,Other,502,314,117,1986.0,0.519,0.55,0.455
2025,3,2025-03,Pop,20,20,7,70.7,0.453,0.488,0.449
2025,3,2025-03,Pop Rock,1,1,1,4.4,0.561,0.4,0.519
2025,3,2025-03,Progressive Metal,139,30,3,668.6,0.489,0.515,0.465
2025,3,2025-03,Progressive Rock,21,19,6,147.8,0.471,0.478,0.496
2025,3,2025-03,R&B,2,2,2,8.3,0.544,0.59,0.526
2025,3,2025-03,Rock,1,1,1,5.7,0.634,0.296,0.181
2025,4,2025-04,Alternative Rock,17,14,5,67.7,0.522,0.666,0.459
2025,4,2025-04,Classic Rock,1,1,1,4.0,0.642,0.543,0.944
2025,4,2025-04,Classical,7,6,2,7.2,0.505,0.554,0.46
2025,4,2025-04,Electronic,3,3,1,8.1,0.623,0.376,0.564
2025,4,2025-04,Grunge,10,5,3,44.7,0.47,0.727,0.532
2025,4,2025-04,Hard Rock,1,1,1,8.0,0.279,0.806,0.132
2025,4,2025-04,Latin Rock,2,2,1,6.5,0.59,0.384,0.574
2025,4,2025-04,Metal,6,5,2,22.9,0.359,0.897,0.283
2025,4,2025-04,Other,434,258,105,1571.5,0.469,0.52,0.466
2025,4,2025-04,Pop,1,1,1,5.1,0.262,0.707,0.884
2025,4,2025-04,Pop Rock,1,1,1,2.8,0.129,0.53,0.434
2025,4,2025-04,Progressive Metal,135,36,2,572.5,0.515,0.493,0.442
2025,4,2025-04,Progressive Rock,9,6,3,74.1,0.389,0.457,0.624
2025,4,2025-04,Rock,1,1,1,5.7,0.634,0.296,0.181
2025,4,2025-04,Soundtrack,3,3,1,10.5,0.408,0.237,0.214
2025,4,2025-04,Symphonic Metal,1,1,1,5.9,0.358,0.846,0.364
2025,5,2025-05,Alternative Rock,10,9,5,37.6,0.481,0.651,0.478
2025,5,2025-05,Classic Rock,10,10,4,44.8,0.457,0.59,0.372
2025,5,2025-05,Electronic,48,21,3,157.0,0.439,0.424,0.57
2025,5,2025-05,Grunge,4,3,2,15.9,0.524,0.663,0.383
2025,5,2025-05,Hard Rock,2,2,2,4.2,0.64,0.27,0.692
2025,5,2025-05,Metal,6,6,2,20.0,0.451,0.466,0.485
2025,5,2025-05,Other,408,327,136,1358.9,0.534,0.51,0.487
2025,5,2025-05,Pop,3,3,3,8.6,0.545,0.6,0.376
2025,5,2025-05,Power Metal,5,4,1,9.7,0.328,0.605,0.601
2025,5,2025-05,Progressive Metal,73,28,1,401.0,0.471,0.502,0.48
2025,5,2025-05,Progressive Rock,1,1,1,0.1,0.696,0.249,0.632
2025,5,2025-05,Soundtrack,1,1,1,5.1,0.089,0.563,0.307
2025,6,2025-06,Blues,1,1,1,5.0,0.561,0.681,0.62
2025,6,2025-06,Classic Rock,10,10,8,46.1,0.486,0.634,0.48
2025,6,2025-06,Electronic,15,11,1,64.8,0.463,0.388,0.589
2025,6,2025-06,Hip Hop,1,1,1,4.2,0.293,0.67,0.492
2025,6,2025-06,Indie Rock,1,1,1,3.2,0.681,0.399,0.917
2025,6,2025-06,Latin Folk,3,3,1,11.0,0.6,0.367,0.58
2025,6,2025-06,Other,428,329,161,1483.3,0.514,0.513,0.536
2025,6,2025-06,Pop,57,37,7,181.0,0.505,0.431,0.543
2025,6,2025-06,Pop Rock,18,18,4,64.0,0.576,0.504,0.497
2025,6,2025-06,Progressive Metal,55,19,2,254.2,0.555,0.583,0.484
2025,6,2025-06,Progressive Rock,3,3,3,10.3,0.534,0.498,0.41
2025,6,2025-06,R&B,2,2,2,9.6,0.614,0.49,0.518
2025,6,2025-06,Symphonic Metal,2,2,1,2.7,0.435,0.594,0.558
2025,7,2025-07,Alternative Metal,1,1,1,0.0,0.276,0.701,0.903
2025,7,2025-07,Alternative Rock,7,7,5,19.2,0.339,0.509,0.421
2025,7,2025-07,Classic Rock,8,7,3,21.9,0.599,0.685,0.592
2025,7,2025-07,Electronic,25,15,5,76.6,0.459,0.345,0.582
2025,7,2025-07,Hard Rock,30,27,2,137.5,0.465,0.586,0.43
2025,7,2025-07,Indie Rock,2,2,2,5.4,0.513,0.716,0.718
2025,7,2025-07,Latin Folk,12,12,1,36.2,0.527,0.516,0.673
2025,7,2025-07,Latin Rock,2,2,2,7.8,0.262,0.41,0.661
2025,7,2025-07,Metal,2,1,1,5.5,0.425,0.828,0.859
2025,7,2025-07,Other,391,307,139,1263.2,0.49,0.538,0.512
2025,7,2025-07,Pop,36,29,4,109.0,0.588,0.478,0.499
2025,7,2025-07,Pop Rock,4,4,2,13.2,0.624,0.418,0.531
2025,7,2025-07,Post-Hardcore,1,1,1,2.9,0.612,0.194,0.472
2025,7,2025-07,Power Metal,1,1,1,0.0,0.254,0.159,0.286
2025,7,2025-07,Progressive Metal,11,10,3,51.6,0.5,0.52,0.524
2025,7,2025-07,Progressive Rock,5,4,2,20.3,0.489,0.369,0.587
2025,7,2025-07,R&B,2,1,1,10.2,0.315,0.273,0.194
2025,7,2025-07,Rock,1,1,1,4.5,0.472,0.42,0.35
2025,7,2025-07,Symphonic Metal,1,1,1,4.8,0.576,0.588,0.316
2025,8,2025-08,Alternative Rock,14,14,5,45.0,0.521,0.64,0.48
2025,8,2025-08,Classic Rock,14,7,5,43.0,0.516,0.705,0.59
2025,8,2025-08,Classical,5,5,1,16.0,0.607,0.318,0.698
2025,8,2025-08,Electronic,16,7,2,60.3,0.459,0.396,0.613
2025,8,2025-08,Grunge,1,1,1,5.3,0.291,0.186,0.585
2025,8,2025-08,Hard Rock,17,16,1,86.8,0.553,0.575,0.514
2025,8,2025-08,Indie Rock,2,1,1,9.1,0.548,0.532,0.405
2025,8,2025-08,Latin Folk,3,3,1,7.4,0.246,0.541,0.525
2025,8,2025-08,Metal,25,25,4,100.9,0.522,0.483,0.47
2025,8,2025-08,Other,756,541,231,3050.1,0.497,0.524,0.537
2025,8,2025-08,Pop,123,54,12,482.0,0.523,0.471,0.515
2025,8,2025-08,Pop Rock,1,1,1,3.8,0.802,0.735,0.546
2025,8,2025-08,Progressive Metal,47,26,4,250.2,0.447,0.595,0.446
2025,8,2025-08,Progressive Rock,19,16,4,103.7,0.364,0.542,0.493
2025,8,2025-08,Punk Rock,3,3,2,7.0,0.362,0.54,0.333
2025,8,2025-08,R&B,2,1,1,10.2,0.315,0.273,0.194
2025,8,2025-08,Soundtrack,1,1,1,0.0,0.303,0.431,0.422
2025,9,2025-09,Alternative Rock,16,15,4,48.1,0.568,0.671,0.461
2025,9,2025-09,Classic Rock,2,2,2,7.8,0.538,0.64,0.655
2025,9,2025-09,Electronic,2,2,2,8.6,0.552,0.692,0.482
2025,9,2025-09,Hard Rock,6,6,3,23.4,0.443,0.592,0.566
2025,9,2025-09,Indie Rock,5,5,3,21.1,0.426,0.658,0.452
2025,9,2025-09,Metal,7,6,4,34.9,0.452,0.714,0.444
2025,9,2025-09,Other,316,243,93,1145.8,0.52,0.537,0.481
2025,9,2025-09,Pop,26,23,6,89.4,0.436,0.397,0.535
2025,9,2025-09,Progressive Metal,64,47,3,332.4,0.535,0.511,0.446
2025,9,2025-09,Progressive Rock,9,8,3,67.1,0.456,0.486,0.477
2025,9,2025-09,Punk Rock,25,10,1,44.4,0.259,0.477,0.657
2025,9,2025-09,Rock,1,1,1,0.1,0.742,0.338,0.224
2025,10,2025-10,Classic Rock,5,3,3,18.7,0.476,0.768,0.507
2025,10,2025-10,Hard Rock,2,2,1,6.3,0.585,0.467,0.469
2025,10,2025-10,Latin Rock,9,9,1,20.2,0.408,0.378,0.586
2025,10,2025-10,Metal,8,6,2,38.5,0.416,0.519,0.415
2025,10,2025-10,Other,73,57,28,263.4,0.474,0.534,0.61
2025,10,2025-10,Pop,6,6,1,25.3,0.407,0.413,0.478
2025,10,2025-10,Progressive Metal,13,13,1,80.9,0.465,0.533,0.506
2025,10,2025-10,Progressive Rock,1,1,1,7.1,0.19,0.733,0.581
2025,11,2025-11,Alternative Rock,5,5,4,21.3,0.503,0.634,0.406
2025,11,2025-11,Classic Rock,2,1,1,5.5,0.521,0.721,0.611
2025,11,2025-11,Grunge,5,2,2,4.7,0.309,0.637,0.379
2025,11,2025-11,Hard Rock,3,3,2,13.6,0.398,0.737,0.244
2025,11,2025-11,Latin Rock,27,25,4,76.0,0.484,0.438,0.479
2025,11,2025-11,Metal,8,5,2,31.5,0.305,0.619,0.602
2025,11,2025-11,Other,121,80,35,385.7,0.468,0.64,0.4
2025,11,2025-11,Progressive Metal,31,22,2,152.1,0.467,0.509,0.419
2025,11,2025-11,Progressive Rock,1,1,1,4.4,0.503,0.438,0.439
2025,11,2025-11,Punk Rock,17,12,1,48.9,0.309,0.484,0.62
2025,11,2025-11,Rock,1,1,1,1.6,0.619,0.4,0.603
2025,12,2025-12,Alternative Rock,7,7,5,26.1,0.49,0.549,0.509
2025,12,2025-12,Classic Rock,1,1,1,4.6,0.472,0.74,0.568
2025,12,2025-12,Grunge,1,1,1,4.7,0.179,0.71,0.501
2025,12,2025-12,Hard Rock,2,2,1,10.4,0.538,0.667,0.442
2025,12,2025-12,Indie Rock,1,1,1,0.2,0.548,0.532,0.405
2025,12,2025-12,Latin Rock,2,2,2,8.9,0.531,0.725,0.55
2025,12,2025-12,Metal,1,1,1,0.5,0.541,0.626,0.786
2025,12,2025-12,Other,237,167,80,1028.5,0.477,0.549,0.488
2025,12,2025-12,Pop,3,2,2,4.8,0.291,0.486,0.342
2025,12,2025-12,Pop Rock,2,2,1,8.6,0.654,0.635,0.542
2025,12,2025-12,Progressive Metal,41,15,2,172.4,0.542,0.51,0.486
2025,12,2025-12,Progressive Rock,2,2,1,10.4,0.612,0.42,0.282
2026,1,2026-01,Classic Rock,12,11,1,54.2,0.511,0.533,0.349
2026,1,2026-01,Other,151,129,31,625.8,0.455,0.441,0.463
2026,1,2026-01,Pop,1,1,1,2.6,0.784,0.564,0.762
2026,1,2026-01,Power Metal,51,46,3,217.1,0.517,0.483,0.468
2026,1,2026-01,Progressive Metal,4,4,1,8.7,0.441,0.527,0.346
2026,1,2026-01,Symphonic Metal,1,1,1,0.9,0.679,0.299,0.9
2026,2,2026-02,Classic Rock,3,3,3,15.7,0.53,0.348,0.328
2026,2,2026-02,Hard Rock,11,10,1,64.3,0.428,0.525,0.47
2026,2,2026-02,Other,119,97,50,443.6,0.545,0.489,0.469
2026,2,2026-02,Pop,14,14,5,52.9,0.573,0.427,0.596
2026,2,2026-02,Power Metal,1,1,1,2.8,0.452,0.402,0.06
2026,2,2026-02,Progressive Metal,16,10,1,75.5,0.5,0.496,0.449
2026,2,2026-02,Rock,1,1,1,5.7,0.634,0.296,0.181
2026,3,2026-03,Other,47,37,10,214.3,0.513,0.501,0.535
2026,3,2026-03,Progressive Metal,22,19,1,107.8,0.563,0.52,0.478
