genre,artist,play_count,total_minutes
Other,Sabrina Carpenter,15,29.3
Other,Sad Alice Said,16,6.1
Other,Sade,27,99.2
Other,Saint Asonia,6,10.2
Other,Saint Deamon,41,77.2
Other,Saliva,59,153.5
Other,Sam Fender,7,13.4
Other,Sam Smith,36,68.4
Other,Santana,35,100.8
Other,Sara Bareilles,11,18.6
Other,Sasha Alex Sloan,32,51.8
Other,Saturno Torelli,12,33.2
Other,Saturnus,23,38.3
Other,Saving Abel,67,140.5
Other,Scale The Summit,12,52.7
Other,Scars On Broadway,28,49.8
Other,Schanta,8,9.5
Other,Scissor Sisters,6,17.1
Other,Scorpions,1008,3330.8
Other,Scott Stapp,13,13.7
Other,Screaming Headless Torsos,19,52.8
Other,Seafret,118,252.3
Other,Seal,25,104.0
Other,Sean Paul,5,15.8
Other,Seeb,6,10.1
Other,Seether,264,559.3
Other,Seinabo Sey,5,11.7
Other,Selena Gome,82,192.0
Other,Semisonic,7,23.1
Other,Sentenced,10,15.9
Other,Sepultura,21,29.0
Other,Serenity,92,174.9
Other,Sergei Baronin,5,7.8
Other,Sergei Rachmaninoff,18,72.9
Other,Sergio Puccini,18,104.8
Other,Serj Tankian,104,285.7
Other,Serú Girán,151,371.6
Other,Seven Mary Three,9,24.7
Other,Sevendust,108,320.7
Other,Seventh Wonder,54,112.5
Other,Shaggy,6,6.8
Other,Shakey Graves,5,18.2
Other,Shakira,66,184.2
Other,Shaman's Harvest,10,23.3
Other,Shawn Mendes,65,137.3
Other,She Wants Revenge,21,50.5
Other,Sheryl Crow,13,35.9
Other,Shinedown,2658,6534.0
Other,Sia,483,1192.5
Other,Sieges Even,59,116.9
Other,Sigma,5,2.5
Other,Signe Bratlie,9,0.0
Other,Signs of Betrayal,16,17.3
Other,Sigrid,12,8.9
Other,Sigur Rós,17,52.2
Other,Silent Call,24,35.2
Other,Silverchair,53,117.9
Other,Silversun Pickups,9,13.1
Other,Simple Minds,76,222.4
Other,Simple Plan,46,122.7
Other,Simply Red,35,118.5
Other,Sins In Vain,21,35.6
Other,Sinéad O'Connor,9,9.2
Other,Sirenia,13,35.3
Other,Sister Hael,6,17.5
Other,Sixx:A.M.,27,54.9
Other,Skid Row,891,2498.1
Other,Skillet,90,229.6
Other,Skrillex,67,224.5
Other,Skyharbor,6,23.8
Other,Skylar Grey,20,40.6
Other,Slash,38,122.8
Other,Slayer,46,129.5
Other,Sleep Token,21,85.4
Other,Sleeping At Last,34,94.6
Other,Sleeping Wolf,5,13.8
Other,Slipknot,189,601.0
Other,Slowdive,8,8.0
Other,Smash Mouth,11,11.8
Other,Smile Empty Soul,54,144.8
Other,Smith & Myers,22,47.7
Other,Sneaker Pimps,35,79.6
Other,Snoop Dogg,21,67.9
Other,Snow Patrol,66,130.8
Other,Social Distortion,8,11.6
Other,Soda Stereo,460,1484.9
Other,Sody,10,14.7
Other,Soen,1134,4100.8
Other,Sofia Karlberg,5,2.8
Other,Soft Cell,59,148.2
Other,Sofía Reyes,5,11.0
Other,Soil,13,22.5
Other,Soledad,9,11.6
Other,Sonata Arctica,2157,5413.1
Other,Sonic Youth,11,21.9
Other,Sons Of Apollo,15,35.8
Other,Sophie Ellis-Bextor,5,13.6
Other,Soul Asylum,14,37.0
Other,Sound Adventures,6,11.8
Other,Soundgarden,131,480.1
Other,Spandau Ballet,66,227.6
Other,Spice Girls,23,62.8
Other,Spin Doctors,9,30.1
Other,Spineshank,11,19.8
Other,Spinetta Jade,8,9.2
Other,Spinetta Y Los Socios Del Desierto,16,24.1
Other,Spock's Beard,53,208.8
Other,Spor,52,92.0
Other,Stabsmusikkorps der Bundeswehr,17,44.0
Other,Staind,131,406.2
Other,Starsailor,6,19.5
Other,Starship,15,30.8
Other,Static-X,15,19.1
Other,Steel Panther,6,1.5
Other,Stephanie Mills,8,36.5
Other,Stephen Sanche,11,23.5
Other,Stereophonics,44,164.0
Other,Steve Aoki,7,16.8
Other,Steve Hackett,6,12.2
Other,Steve Jablonsky,11,47.7
Other,Steve Vai,199,616.4
Other,Steven Wilson,1719,5744.0
Other,Stevie Ray Vaughan,9,16.5
Other,Stevie Wonder,38,132.8
Other,Stiff Little Fingers,5,12.2
Other,Sting,256,869.6
Other,Stone Sour,390,1016.3
Other,Stone Temple Pilots,125,383.6
Other,Storm Corrosion,28,134.7
Other,Strata,5,14.4
Other,Stratovarius,78,266.1
Other,Stray Cats,24,36.4
Other,Stream of Passion,121,354.4
Other,Study Music,9,18.2
Other,Styx,14,24.2
Other,Sublime,5,10.8
Other,Submersed,5,18.3
Other,Subsignal,48,156.9
Other,Suede,5,8.8
Other,Sufjan Stevens,12,26.7
Other,Sugar Ray,9,31.4
Other,Sui Generis,105,190.5
Other,Sully Erna,7,25.7
Other,Sum 41,454,817.3
Other,Sumac Dub,24,14.5
Other,Sumo,86,288.4
Other,Sun Caged,6,0.6
Other,Sunrise Avenue,9,16.6
Other,Supercombo,5,11.4
Other,Supertramp,31,79.5
Other,Survivor,101,260.2
Other,Swedish House Mafia,8,31.2
Other,Sylvan,391,1090.1
Other,Symphony X,116,354.1
Other,System Of A Down,202,471.5
Other,System Syn,12,18.6
Other,T-Pain,14,24.7
Other,TINI,10,4.9
Other,TLC,8,8.4
Other,TOOL,174,820.7
Other,TOTO,272,762.8
Other,TRUSTcompany,17,40.4
Other,TU M',5,41.1
Other,TV On The Radio,9,19.6
Other,Take That,66,54.1
Other,Talk Talk,74,246.8
Other,Tamara Castro,23,38.6
Other,Tame Impala,12,32.5
Other,Tamer,5,15.0
Other,Tan Bionica,95,343.1
Other,Tantric,6,11.6
Other,Tarja,52,129.4
Other,Tarot,54,145.5
Other,Tash Sultana,70,256.4
Other,Tate McRae,9,10.8
Other,Taylor Swift,1054,3213.4
Other,Tears For Fears,459,1525.2
Other,Tech N9ne,5,12.5
Other,Technical Itch,6,16.2
Other,Teddy Swims,7,18.0
Other,Telemetrik,5,9.8
Other,Templaria,11,53.4
Other,Temple Of The Dog,73,273.7
Other,Teramae,20,35.4
Other,Tesla,5,22.7
Other,TesseracT,245,752.8
Other,Testament,15,25.1
Other,Textures,13,25.1
Other,Thalia,6,14.4
Other,Thank You Scientist,70,264.3
Other,The 1975,152,335.4
Other,The 69 Eyes,7,20.2
Other,The Alan Parsons Project,19,61.1
Other,The Algorithm,55,134.2
Other,The All-American Rejects,25,75.6
Other,The Anchoress,6,24.8
Other,The Antlers,5,22.3
Other,The Aristocrats,16,31.1
Other,The Arkitecht,12,54.0
Other,The Ataris,40,79.2
Other,The B-52's,35,109.3
Other,The Bangles,18,28.3
Other,The Beach Boys,9,20.2
Other,The Beatles,230,380.9
Other,The Best Pessimist,7,35.1
Other,The Birthday Massacre,28,86.7
Other,The Black Crowes,10,30.1
Other,The Black Jets,13,21.2
Other,The Black Keys,75,170.8
Other,The Black Noodle Project,12,29.9
Other,The Buggles,11,20.5
Other,The Butterfly Effect,22,68.2
Other,The Cab,29,67.7
Other,The Calling,32,64.1
Other,The Cardigans,134,434.3
Other,The Cars,8,20.2
Other,The Chainsmokers,24,59.3
Other,The Chordettes,9,19.3
Other,The Church,12,29.7
Other,The City of Prague Philharmonic Orchestra,5,14.2
Other,The Civil Wars,60,66.5
Other,The Clash,49,68.9
Other,The Contortionist,198,562.4
Other,The Coronas,12,31.3
Other,The Corrs,5,14.5
Other,The Cranberries,37,117.4
Other,The Cult,13,34.4
Other,The Cure,172,404.8
Other,The Dandy Warhols,10,22.5
Other,The Dark Element,10,30.2
Other,The Darkness,9,26.0
Other,The Dead Weather,16,12.5
Other,The Dear Hunter,796,2222.8
Other,The Decemberists,10,31.5
Other,The Doors,26,64.3
Other,The Dresden Dolls,5,4.4
Other,The Evpatoria Report,23,154.5
Other,The Exies,8,17.9
Other,The Fearless Flyers,6,12.8
Other,The Fixx,13,25.2
Other,The Flaming Lips,5,16.2
Other,The Flower Kings,8,14.9
Other,The Fratellis,11,27.7
Other,The Fray,35,109.4
Other,The Goo Goo Dolls,20,49.6
Other,The Haunted,5,1.8
Other,The Hives,10,14.8
Other,The Hollies,8,13.2
Other,The Human League,22,60.9
Other,The Jacksons,6,31.0
Other,The Jam,10,7.6
Other,The Japanese House,14,29.3
Other,The Killers,89,267.5
Other,The Kills,5,8.8
Other,The Kooks,85,130.0
Other,The Last Shadow Puppets,99,218.9
Other,The Libertines,19,32.1
Other,The Lonely Island,104,169.2
Other,The Lumineers,17,40.9
Other,The Maccabees,7,13.4
Other,The Magic Lantern,6,3.1
Other,The Maine,8,14.6
Other,The Mamas & The Papas,5,8.3
Other,The Mars Volta,73,245.2
Other,The Mayan Factor,165,512.5
Other,The Mayfield Four,6,19.5
Other,The Mayries,10,19.2
Other,The Midnight,7,35.2
Other,The Moody Blues,6,11.7
Other,The Movement in Codes,5,7.0
Other,The Murder of My Sweet,21,26.5
Other,The National,6,18.5
Other,The Neighbourhood,69,183.0
Other,The Ocean,7,30.3
Other,The Offspring,68,119.9
Other,The Omnific,8,30.6
Other,The Outfield,9,32.5
Other,The Paper Kites,25,65.5
Other,The Paradox Twin,17,53.2
Other,The Pineapple Thief,1783,6060.3
Other,The Pointer Sisters,11,22.1
Other,The Police,1235,4387.8
Other,The Presidents Of The United States Of America,9,16.9
Other,The Pretty Reckless,310,990.6
Other,The Proclaimers,14,15.6
Other,The Psychedelic Furs,27,65.0
Other,The Pussycat Dolls,5,11.0
Other,The Raconteurs,20,59.0
Other,The Rasmus,1516,3405.1
Other,The Reasoning,12,1.5
Other,The Red Army Choir,5,4.5
Other,The Red Jumpsuit Apparatus,16,36.1
Other,The Rocket Summer,33,57.3
Other,The Rolling Stones,118,319.9
Other,The Romantics,27,72.8
Other,The Script,40,106.1
Other,The Shins,14,24.5
Other,The Smashing Pumpkins,138,305.9
Other,The Smiths,380,1052.3
Other,The Sound Of Animals Fighting,6,21.9
Other,The Spiritual Machines,172,308.9
Other,The Stone Roses,8,14.9
Other,The Strokes,115,221.8
Other,The Sweeplings,18,40.6
Other,The Tangent,14,74.3
Other,The The,27,79.5
Other,The Third Ending,355,561.0
Other,The Upbeats,7,14.9
Other,The Used,6,21.2
Other,The Vamps,9,11.7
Other,The Veronicas,6,15.2
Other,The Verve,82,277.3
Other,The Vines,11,18.3
Other,The Wanted,5,0.8
Other,The War On Drugs,23,66.0
Other,The Weeknd,223,628.5
Other,The White Stripes,123,286.4
Other,The Who,32,85.9
Other,The Winery Dogs,18,63.5
Other,The Wombats,30,52.2
Other,The xx,63,168.9
Other,Them Crooked Vultures,12,36.7
Other,Thenighttimeproject,14,46.1
Other,Theory of a Deadman,296,745.8
Other,There For Tomorrow,23,27.8
Other,Therion,79,128.3
Other,Thin Liy,12,30.2
Other,Thirty Seconds To Mars,2356,6284.5
Other,This Providence,5,13.6
Other,This Will Destroy You,8,35.6
Other,Thomas Bergersen,204,409.7
Other,Thomas Newman,13,26.1
Other,Thompson Twins,40,97.7
Other,Thornley,58,96.6
Other,Thousand Foot Krutch,14,28.6
Other,Three Days Grace,276,546.0
Other,Threshold,42,122.7
Other,Thrice,6,14.8
Other,Tiamat,27,42.4
Other,Tides Of Man,49,143.9
Other,Tim Bowness,24,49.7
Other,Tim McGraw,5,15.8
Other,Tinashe,5,10.1
Other,Tinie Tempah,7,18.1
Other,Tiësto,8,23.1
Other,Tokio Hotel,143,345.1
Other,Tom Felton,11,30.1
Other,Tom Odell,653,1673.7
Other,Tom Petty,14,37.1
Other,Tom Speight,8,13.2
Other,Tom Walker,96,202.5
Other,Tommee Profitt,7,15.5
Other,Tommy Simms,8,0.7
Other,Tomorrow's Eve,69,149.0
Other,Toni Cornell,8,11.6
Other,Tony Bennett,20,49.9
Other,Tony Levin,11,9.6
Other,Tony MacAlpine,19,9.0
Other,Tony Sheridan,34,100.8
Other,Toothgrinder,7,11.9
Other,Toploader,6,19.4
Other,Tove Lo,27,52.6
Other,Tracy Chapman,6,11.4
Other,Train,51,122.3
Other,Transplants,7,8.4
Other,Trapt,80,235.2
Other,Travis,58,137.7
Other,Travis Atreo,9,10.2
Other,Trent Dabbs,6,6.1
Other,Trent Renor,19,88.4
Other,Trevor Daniel,6,0.7
Other,Trevor Morris,35,71.9
Other,Trio Taival,7,21.2
Other,Tristania,43,92.2
Other,Triumph,6,8.8
Other,Trivium,125,260.4
Other,Troye Sivan,54,112.7
Other,Turf,47,77.6
Other,Turisas,9,23.1
Other,Twelve Foot Ninja,7,30.6
Other,Twenty One Pilots,261,701.9
Other,Twisted Sister,26,44.1
Other,Two Door Cinema Club,24,44.0
Other,Two Places at Once,16,39.1
Other,Two Steps from Hell,38,122.6
Other,Tyler Bates,24,25.3
Other,Type O Negative,7,17.6
Other,U2,918,2631.2
Other,UFO,19,72.8
Other,USHER,10,15.7
Other,Ultravox,18,45.7
Other,Una Bandita Indie de la Plata,6,8.1
Other,Under The Influence of Giants,10,33.9
Other,Uneven Structure,20,65.6
Other,Unwoman,8,8.2
Other,Us The Duo,13,8.0
Other,Usted Señalemelo,7,7.6
Other,Utopians,9,14.1
Other,VNV Nation,13,30.6
Other,VOLA,107,337.6
Other,VV,21,97.0
Other,VXLLAIN,5,15.8
Other,Valentin Wiest,6,6.5
Other,Vampire Weekend,23,38.7
Other,Van Canto,8,3.6
Other,Van Der Graaf Generator,5,21.0
Other,Van Halen,67,157.7
Other,Vance Joy,67,162.1
Other,Vancouver Sleep Clinic,7,14.7
Other,Vanden Plas,8,44.2
Other,Vangelis,47,44.1
Other,Varien,8,0.0
Other,Various Artists,21,12.2
Other,Vast,24,75.4
Other,Velvet Revolver,258,760.3
Other,VersaEmerge,28,29.4
Other,Vesala,5,1.0
Other,Vestigial,6,0.4
Other,Vicentico,16,26.7
Other,Victor Morssali,6,18.3
Other,Viejas Locas,5,14.9
Other,Ville Valo,10,17.1
Other,Ville Valo & Agents,5,13.1
Other,Violent Femmes,14,31.1
Other,Virus,34,105.8
Other,Visage,15,35.0
Other,Vlado Hudec,7,17.8
Other,Volbeat,20,61.0
Other,Volcano Choir,8,20.1
Other,Von Herten Brothers,15,64.5
Other,Votum,33,139.1
Other,Voyager,10,36.3
Other,Vulkan,52,151.8
Other,VÉRITÉ,7,10.7
Other,Víkingur Ólafsson,5,0.0
Other,Vök,7,15.5
Other,W.A.S.P.,10,33.4
Other,WALK THE MOON,25,70.9
Other,WWE,5,9.1
Other,Wallows,11,18.3
Other,Warpaint,18,14.5
Other,Warrant,14,41.0
Other,We Are Scientists,19,30.3
Other,We Are the Catalyst,10,22.9
Other,We The Kings,14,48.3
Other,Weather Report,5,19.9
Other,Weeer,44,78.0
Other,Wham!,24,61.5
Other,Wheel,12,38.7
Other,While She Sleeps,5,6.1
Other,White Lies,10,28.8
Other,White Moth Black Butterfly,35,104.4
Other,White ombie,7,13.8
Other,Whitesnake,61,192.4
Other,Whitney Houston,24,53.4
Other,Wi Khalifa,5,12.5
Other,Widek,12,29.0
Other,Wilco,16,37.9
Other,Wilderun,9,48.8
Other,Will Smith,9,29.3
Other,William Clark Green,6,24.6
Other,Willix,9,30.2
Other,Wind Rose,14,49.9
Other,Within Temptation,33,60.1
Other,Wobbler,5,30.4
Other,Wolfgang Amadeus Moart,58,222.0
Other,Wolfmother,8,20.4
Other,Wolverine,38,131.8
Other,Woodkid,13,32.2
Other,Wrabel,11,21.8
Other,X Ambassadors,200,509.1
Other,XTC,10,10.8
Other,Xandria,6,10.9
Other,Xibit,9,29.0
Other,Yandel,6,4.5
Other,Yann Tiersen,37,57.0
Other,Yao Chen,15,6.7
Other,Yeah Yeah Yeahs,11,23.1
Other,Yellowcard,76,175.4
Other,Yes,104,348.4
Other,Yiruma,5,16.5
Other,Ylvis,51,123.7
Other,Yogi Lang,7,31.7
Other,Yoko Ono,13,27.9
Other,You Me At Six,7,29.6
Other,Young Guns,5,10.6
Other,Young Heretics,11,26.0
Other,Young Statues,10,9.4
Other,Young the Giant,18,58.1
Other,Youngblood Hawke,17,33.9
Other,a-ha,142,488.2
Other,ack Hemsey,39,153.6
Other,akk Wylde,24,64.8
Other,alt-J,28,92.8
Other,amba Quipildor,7,20.2
Other,ambayonny,6,4.6
Other,ara Larsson,6,14.1
Other,awfultune,10,12.7
Other,blink-182,783,1581.8
Other,c152,38,93.8
Other,deadmau5,10,43.5
Other,dodie,39,105.8
Other,edd,6,9.3
Other,elephant planet,6,26.8
Other,ella Day,13,7.7
Other,eph,6,5.8
Other,fun.,16,65.2
Other,gelowler,10,26.0
Other,girl in red,29,75.2
Other,gnash,14,26.4
Other,ion & Lennox,5,18.4
Other,isaac gracie,12,26.8
Other,mehro,22,37.8
Other,mgk,7,14.6
Other,moonvampire,5,9.6
Other,mxmtoon,5,8.9
Other,my bloody valentine,18,40.6
Other,olita,6,10.2
Other,omboy,5,13.2
Other,oé,5,8.5
Other,t.A.T.u.,52,164.4
Other,temposhark,7,20.0
Other,toe,11,30.8
Other,Árstíðir,6,20.9
Other,Ólafur Arnalds,36,89.1
Other,✝✝✝ (Crosses),11,22.5
Pop,ABBA,34,16.9
Pop,AYN,9,15.4
Pop,Allie X,17,33.3
Pop,Ariana Grande,844,2147.3
Pop,Backstreet Boys,67,204.2
Pop,Ben Platt,93,246.9
Pop,Beyoncé,14,23.6
Pop,Billie Eilish,2150,5181.7
Pop,Britney Spears,89,213.3
Pop,Bruno Mars,64,180.6
Pop,Dead Or Alive,15,46.1
Pop,Dua Lipa,98,253.1
Pop,Ed Sheeran,1068,2834.4
Pop,Ellie Goulding,16,40.1
Pop,FINNEAS,854,2182.3
Pop,George Michael,37,108.2
Pop,Halsey,8,14.2
Pop,James Bay,562,1461.6
Pop,Katy Perry,66,182.9
Pop,Lady Gaga,92,232.4
Pop,Lana Del Rey,263,913.8
Pop,Lorde,513,1313.0
Pop,Mark Ronson,13,45.1
Pop,Michael Jackson,739,2468.1
Pop,Miley Cyrus,691,1911.7
Pop,Nessa Barrett,48,95.8
Pop,Nick Jonas,8,8.8
Pop,Paul Young,5,3.4
Pop,Pet Shop Boys,12,28.6
Pop,Rick Astley,98,281.7
Pop,Rihanna,45,106.3
Pop,Savage Garden,7,23.2
Pop,Taylor Swift,909,2660.9
Pop,Tears For Fears,18,70.7
Pop,The Cardigans,9,33.2
Pop,The Smiths,18,48.8
Pop,VÉRITÉ,11,22.2
Pop Rock,Avril Lavigne,74,160.6
Pop Rock,Bastille,53,145.1
Pop Rock,Boyce Avenue,155,323.7
Pop Rock,Coldplay,177,675.1
Pop Rock,Fall Out Boy,110,326.3
Pop Rock,Imagine Dragons,2319,5429.4
Pop Rock,Maroon 5,3322,10355.7
Pop Rock,OneRepublic,61,187.3
Pop Rock,Panic! At The Disco,549,1335.2
Pop Rock,Paramore,64,174.4
Pop Rock,Robbie Williams,930,3074.0
Pop Rock,The Script,32,89.2
Pop Rock,Twenty One Pilots,151,441.2
Pop Rock,X Ambassadors,227,541.4
Post-Hardcore,Circa Survive,22,52.3
Post-Hardcore,Famous Last Words,17,42.4
Post-Hardcore,VersaEmerge,35,31.6
Post-Rock,Klimt 1918,56,102.5
Power Metal,Blind Guardian,13,43.6
Power Metal,Rhapsody Of Fire,7,23.5
Power Metal,Sonata Arctica,2150,5503.1
Power Metal,Stratovarius,79,229.7
Power Metal,Van Canto,5,8.4
Progressive Metal,Dream Theater,1642,7177.6
Progressive Metal,Haken,437,1853.4
Progressive Metal,Klone,6,20.2
Progressive Metal,Leprous,2847,11579.1
Progressive Metal,Nevermore,14,34.8
Progressive Metal,Opeth,1204,4109.9
Progressive Metal,Scale The Summit,19,70.7
Progressive Rock,Genesis,574,2136.8
Progressive Rock,Gentle Giant,132,206.0
Progressive Rock,Peter Gabriel,55,209.0
Progressive Rock,Pink Floyd,1051,3088.7
Progressive Rock,Porcupine Tree,2053,7523.9
Progressive Rock,Rush,238,819.0
Progressive Rock,Steven Wilson,917,3346.0
Progressive Rock,Thank You Scientist,52,188.6
Progressive Rock,The Dear Hunter,827,2315.0
Progressive Rock,The Pineapple Thief,2393,8717.1
Progressive Rock,Transatlantic,8,18.6
Progressive Rock,Yes,87,381.9
Punk Rock,Bad Religion,10,20.4
Punk Rock,Good Charlotte,17,31.2
Punk Rock,Green Day,222,505.6
Punk Rock,NOFX,50,79.0
Punk Rock,Ramones,164,314.3
Punk Rock,Rise Against,42,116.8
Punk Rock,Sum 41,401,737.5
Punk Rock,The Offspring,149,256.3
Punk Rock,blink-182,727,1527.1
R&B,Philip Bailey,16,72.6
R&B,The Weeknd,151,427.3
Rock,Fleetwood Mac,7,22.6
Rock,HIM,7,23.4
Rock,Harry Styles,120,391.3
Rock,Kings of Leon,58,156.9
Rock,No Doubt,18,68.2
Rock,Stone Sour,56,162.8
Rock,The Smiths,20,45.2
Soundtrack,Alexandre Desplat,48,97.1
Soundtrack,Dario Marianelli,111,285.2
Soundtrack,Gustavo Santaolalla,32,67.8
Soundtrack,Hans immer,242,757.4
Soundtrack,Howard Shore,117,394.8
Soundtrack,James Newton Howard,23,61.5
Soundtrack,John Williams,174,379.8
Soundtrack,Les Friction,233,597.6
Soundtrack,Lorne Balfe,35,58.7
Soundtrack,Ramin Djawadi,39,103.4
Soundtrack,Thomas Bergersen,188,478.2
Soundtrack,Two Steps from Hell,43,133.0
Soundtrack,Yann Tiersen,44,89.0
Symphonic Metal,Edenbridge,7,26.3
Symphonic Metal,Epica,226,608.0
Symphonic Metal,Kamelot,36,60.9
Symphonic Metal,Nightwish,617,2254.1
